[05-Jun-2017 02:16:39 UTC] PHP Parse error:  syntax error, unexpected ':', expecting '(' in /home/ubuntu/workspace/laravel/storage/framework/views/2c75c68967df0c7dcc984e9960b7eaef1ed923cf.php on line 7
[05-Jun-2017 02:17:43 UTC] PHP Parse error:  syntax error, unexpected ':', expecting '(' in /home/ubuntu/workspace/laravel/storage/framework/views/2c75c68967df0c7dcc984e9960b7eaef1ed923cf.php on line 7
[05-Jun-2017 02:17:44 UTC] PHP Fatal error:  Call to undefined method stdClass::all() in /home/ubuntu/workspace/laravel/app/Http/Controllers/LibraryController.php on line 38
[05-Jun-2017 02:18:17 UTC] PHP Parse error:  syntax error, unexpected ':', expecting '(' in /home/ubuntu/workspace/laravel/storage/framework/views/2c75c68967df0c7dcc984e9960b7eaef1ed923cf.php on line 7
[05-Jun-2017 02:18:22 UTC] PHP Parse error:  syntax error, unexpected ':', expecting '(' in /home/ubuntu/workspace/laravel/storage/framework/views/2c75c68967df0c7dcc984e9960b7eaef1ed923cf.php on line 7
[05-Jun-2017 02:18:27 UTC] PHP Parse error:  syntax error, unexpected ':', expecting '(' in /home/ubuntu/workspace/laravel/storage/framework/views/2c75c68967df0c7dcc984e9960b7eaef1ed923cf.php on line 7
[05-Jun-2017 02:19:07 UTC] PHP Parse error:  syntax error, unexpected ':', expecting '(' in /home/ubuntu/workspace/laravel/storage/framework/views/2c75c68967df0c7dcc984e9960b7eaef1ed923cf.php on line 7
[05-Jun-2017 02:19:10 UTC] PHP Parse error:  syntax error, unexpected ':', expecting '(' in /home/ubuntu/workspace/laravel/storage/framework/views/2c75c68967df0c7dcc984e9960b7eaef1ed923cf.php on line 7
[05-Jun-2017 02:19:52 UTC] PHP Parse error:  syntax error, unexpected ':', expecting '(' in /home/ubuntu/workspace/laravel/storage/framework/views/2c75c68967df0c7dcc984e9960b7eaef1ed923cf.php on line 7
[05-Jun-2017 02:20:21 UTC] PHP Parse error:  syntax error, unexpected ':', expecting '(' in /home/ubuntu/workspace/laravel/storage/framework/views/2c75c68967df0c7dcc984e9960b7eaef1ed923cf.php on line 7
[05-Jun-2017 02:20:36 UTC] PHP Parse error:  syntax error, unexpected '$book' (T_VARIABLE) in /home/ubuntu/workspace/laravel/app/Http/Controllers/LibraryController.php on line 38
[05-Jun-2017 02:20:44 UTC] PHP Parse error:  syntax error, unexpected '$book' (T_VARIABLE) in /home/ubuntu/workspace/laravel/app/Http/Controllers/LibraryController.php on line 38
[05-Jun-2017 02:21:04 UTC] PHP Parse error:  syntax error, unexpected ':', expecting '(' in /home/ubuntu/workspace/laravel/storage/framework/views/2c75c68967df0c7dcc984e9960b7eaef1ed923cf.php on line 7
[05-Jun-2017 02:25:36 UTC] PHP Parse error:  syntax error, unexpected '$book' (T_VARIABLE) in /home/ubuntu/workspace/laravel/app/Http/Controllers/LibraryController.php on line 38
[05-Jun-2017 02:25:39 UTC] PHP Parse error:  syntax error, unexpected '$book' (T_VARIABLE) in /home/ubuntu/workspace/laravel/app/Http/Controllers/LibraryController.php on line 38
[05-Jun-2017 10:35:49 UTC] PHP Fatal error:  Class 'Illuminate\Auth' not found in /home/ubuntu/workspace/laravel/app/Http/Controllers/LibraryController.php on line 59
